correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
50,49,14,1,7,48,3,6.3,0
92,85,14,1,8,48,3,8.36,0
18,16,14,0,4,24,1,3.51,0
5,4,14,0,0,,0,0.55,0
56,51,14,0,11,72,4,7.16,0
19,12,14,0,3,,2,2.92,0
52,40,14,1,9,48,3,10.59,0
26,22,14,0,6,0,1,3,0
71,65,14,1,10,48,2,8.88,0
26,33,14,0,4,6,1,1.51,0
47,40,14,1,6,48,2,4.81,0
48,43,14,0,9,30,3,7.93,0
18,15,14,0,3,36,1,3.94,0
17,14,14,0,3,72,1,5,0
20,24,14,1,6,48,1,5.49,0
49,43,14,1,9,48,2,6.93,0
49,43,14,1,7,48,2,4.54,0
34,34,14,1,7,48,2,5.55,0
24,17,14,0,6,24,2,3.47,0
59,52,14,0,7,24,3,5.85,0
45,39,14,1,7,48,2,7.14,0
37,38,14,0,1,,2,3.29,0
38,29,14,1,7,48,2,5.89,0
31,30,14,0,6,6,2,2.68,0
48,52,14,0,8,72,1,7.01,0
29,34,14,1,7,48,1,6.68,0
40,43,14,0,6,30,2,3.35,0
57,49,14,1,9,48,2,6.6,0
24,23,14,0,6,18,1,4.03,0
41,30,14,1,7,48,3,5.18,0
43,41,14,1,8,48,1,5.32,0
50,60,14,1,8,48,3,7.02,0
52,55,14,1,7,48,1,6.52,0
53,50,14,1,8,48,2,6.79,0
53,55,14,1,7,48,2,5.45,0
54,63,14,1,8,48,2,7.51,0
50,47,14,1,9,48,1,7.22,0
23,22,14,0,6,6,2,2.99,0
61,57,14,1,6,48,2,5.8,0
42,39,14,1,6,48,2,4.18,0
38,35,14,0,7,24,2,5.16,0
42,44,14,1,8,48,3,6.93,0
37,37,14,1,7,48,1,4.66,0
22,15,14,0,6,6,2,1.74,0
41,35,13,1,7,48,2,4.99,0
45,28,13,1,7,48,2,5.89,0
52,51,13,1,7,48,3,6.42,0
65,63,13,1,7,48,1,6.47,0
41,34,14,0,6,6,3,3.08,0
34,29,13,1,7,48,2,6.7,0
72,66,13,1,7,48,1,7.14,0
20,21,14,0,4,6,1,2.03,0
82,79,13,1,8,48,1,6.02,0
53,47,14,0,8,12,2,4.76,0
54,55,14,0,8,24,3,7.26,0
49,39,13,1,7,48,1,5.72,0
51,54,13,1,9,48,2,9.52,0
32,29,13,1,6,48,1,5.16,0
41,42,13,1,6,48,2,3.88,0
8,6,14,0,2,,0,0.57,0
46,42,13,1,6,48,1,4.62,0
78,73,13,1,9,48,3,6.32,0
39,42,13,1,6,48,1,3.92,0
22,19,14,0,7,24,2,4.36,0
74,68,13,1,7,48,1,6.47,0
86,93,11,1,8,48,2,7.29,0
54,51,14,0,9,24,2,7.61,0
68,60,11,1,11,48,3,8.76,0
97,91,11,1,9,48,3,9.5,0
28,24,14,0,6,48,0,4.71,0
38,42,14,0,8,12,0,3.86,0
86,77,11,1,7,48,1,6.28,0
41,34,10,1,7,48,2,6.54,0
36,34,14,0,8,12,2,4.98,0
42,40,14,0,8,12,3,5.82,0
60,40,10,1,7,48,1,6.8,0
64,55,10,1,6,48,2,6.11,0
109,100,10,1,6,48,1,5.82,0
42,42,14,0,8,30,1,4.83,0
49,54,14,0,8,12,2,3.98,0
64,56,10,1,7,48,3,6.28,0
54,49,14,0,8,72,3,8.3,0
37,45,14,0,9,12,3,6.74,0
73,65,10,1,9,48,3,8.06,0
10,5,14,0,0,,1,0.46,0
65,55,10,1,7,48,1,6.7,0
142,131,10,1,7,48,3,6.74,0
14,12,14,0,3,0,0,1.55,0
99,82,10,1,6,48,2,6.22,0
50,44,14,0,7,60,3,6.28,0
33,27,14,0,8,6,2,5.25,0
32,37,14,0,7,24,2,5.79,0
48,45,10,1,8,48,2,6.48,0
4,0,14,0,0,,0,0.12,0
100,81,10,1,7,48,3,5.9,0
38,31,14,0,9,0,3,6.42,0
79,70,10,1,9,48,2,6.98,0
33,27,14,0,8,0,3,6.14,0
125,109,10,1,9,48,2,9.64,0
30,31,14,0,7,6,1,2.58,0
132,113,10,1,9,48,2,8.83,0
19,20,14,0,6,0,0,2.02,0
116,102,10,1,9,48,3,6.23,0
140,128,10,1,11,48,1,7.44,0
103,98,10,1,9,48,3,8.97,0
12,9,14,0,1,,1,0.76,0
58,59,12,1,6,48,2,4.65,0
41,42,14,0,7,24,3,3.91,0
67,55,12,1,7,48,2,6.04,0
79,82,12,1,7,48,2,5.4,0
70,76,14,0,8,12,3,6.21,0
27,20,14,0,6,12,3,3.62,0
48,37,12,1,7,48,1,5.69,0
40,36,14,0,7,60,2,5.41,0
43,43,14,0,6,12,2,3.74,0
34,27,14,0,7,24,2,3.58,0
54,58,12,1,7,48,3,6.97,0
42,39,14,0,8,30,3,6.94,0
71,65,12,1,6,48,1,6.14,0
50,44,12,1,7,48,1,5.73,0
75,75,12,1,8,48,1,7.11,0
38,33,14,0,6,0,2,2.13,0
46,57,14,0,6,24,1,3.34,0
44,41,14,0,7,30,2,5.3,0
46,45,12,1,7,48,2,6.48,0
47,47,14,0,8,12,1,4.61,0
21,19,14,0,5,,0,1.76,0
26,23,14,0,4,0,1,2.07,0
101,85,12,1,7,48,2,5.97,0
2,4,14,0,0,,0,0.55,0
93,82,12,1,9,48,3,8.02,0
36,34,14,0,8,54,2,5.07,0
83,72,12,1,7,48,3,7.84,0
51,50,12,1,8,48,2,6.51,0
94,70,12,1,8,48,3,7.61,0
86,87,11,1,7,48,3,7.36,0
33,31,14,0,8,24,2,5.27,0
25,15,7,1,7,48,2,5.57,0
39,37,14,0,8,6,2,3.38,0
67,75,15,1,9,48,4,6.36,0
21,15,15,1,4,48,1,4.1,0
20,22,14,0,4,0,0,2.21,0
13,11,14,0,1,,1,1.83,0
53,52,14,0,7,24,1,4.93,0
34,32,15,1,8,48,1,6.39,0
36,33,15,1,8,48,2,5.82,0
40,34,14,0,7,60,2,6.53,0
30,27,15,1,6,48,1,4.67,0
58,64,15,1,8,48,3,6.16,0
48,47,15,1,8,48,3,6.72,0
43,43,15,1,8,48,2,6.92,0
41,37,15,1,7,48,2,5.29,0
40,31,15,1,6,48,2,5.9,0
53,52,15,1,8,48,2,6.89,0
14,14,14,0,3,24,0,2.44,0
53,49,15,1,7,48,2,7.61,0
46,46,15,1,7,48,2,5.43,0
49,40,15,1,8,48,2,5.76,0
39,40,14,0,6,12,1,3.82,0
58,56,15,1,7,48,3,6.8,0
33,29,15,1,6,48,1,5.76,0
48,50,14,0,9,48,3,5.21,0
44,44,15,1,8,48,2,4.32,0
30,24,15,1,8,48,1,6.06,0
61,71,14,0,9,0,2,5.41,0
67,57,15,1,9,48,4,7.75,0
50,46,14,0,9,36,2,9.22,0
22,15,15,1,7,48,2,6.89,0
41,43,15,1,8,48,2,6.64,0
42,41,15,1,7,48,3,5.27,0
60,59,15,1,7,48,2,6.62,0
41,39,14,0,8,24,1,6.48,0
73,71,15,1,9,48,2,7.66,0
38,32,15,1,7,48,2,5.08,0
88,81,15,1,8,48,2,6.83,0
39,43,14,0,7,12,1,4.88,0
41,34,14,1,9,48,3,5.68,0
11,10,14,0,3,12,0,1.47,0
51,49,14,1,7,48,2,5.56,0
43,39,14,1,8,48,0,5.85,0
48,36,14,1,7,48,2,7.17,0
10,4,14,0,1,,0,1.34,0
25,26,14,0,7,12,0,2.19,0
30,24,14,1,8,48,1,6.64,0
52,60,14,1,9,48,3,6.7,0
25,18,14,0,6,18,2,3.76,0
9,8,14,0,0,,1,1.41,0
39,35,14,1,7,48,3,6.98,0
45,38,14,1,8,48,2,6.41,0
45,41,14,1,9,48,3,7.74,0
65,61,14,0,9,18,2,7.21,0
52,48,14,1,9,48,3,7.65,0
47,56,14,0,9,24,3,7.04,0
77,70,14,1,8,48,4,5.89,0
48,46,14,1,8,48,2,5.48,0
35,28,14,0,8,24,2,5.57,0
8,8,14,0,1,,1,0.67,0
95,26,9,1,9,48,4,8.19,0
163,189,7,1,13,48,4,2.3,0
101,104,7,1,13,48,4,3.12,0
114,93,7,1,13,48,3,3.94,0
82,68,7,1,13,48,4,3.4,0
94,89,7,1,13,48,4,4.74,0
39,34,6,1,8,48,2,5.18,0
68,68,6,1,11,48,3,10,0
77,64,6,1,9,48,3,7.27,0
127,128,6,1,13,48,4,4.22,0
103,96,6,1,13,48,4,1.71,0
163,200,6,1,13,48,4,2.82,0
19,14,14,0,1,,1,1.47,0
137,128,6,1,6,48,3,5.99,0
153,200,6,1,9,48,2,7.81,0
114,93,6,1,13,48,4,2.51,0
49,52,14,0,8,12,1,4.82,0
105,71,6,1,9,48,3,6.11,0
107,83,6,1,9,48,3,8.01,0
181,137,6,1,13,48,3,2.22,0
125,139,6,1,13,48,4,2.39,0
21,14,14,0,3,0,2,2.33,0
144,145,6,1,13,48,4,1.89,0
2,0,14,0,0,,2,0.12,0
95,58,6,1,13,48,4,2.83,0
109,83,5,1,13,48,4,3.22,0
174,169,5,1,13,48,3,3.51,0
95,85,5,1,13,48,4,2.43,0
95,83,5,1,13,48,4,2.8,0
123,130,5,1,13,48,4,1.92,0
128,179,5,1,13,48,4,1.52,0
37,35,14,0,6,12,0,2.74,0
200,165,5,1,13,48,4,5.24,0
109,103,5,1,13,48,4,4.2,0
34,34,14,0,7,0,1,3.08,0
44,35,5,1,9,48,3,8.46,0
17,12,14,0,3,,2,3.61,0
50,61,5,1,7,48,0,5.78,0
97,73,5,1,7,48,3,6.68,0
157,136,5,1,13,48,4,3.13,0
110,80,5,1,13,48,4,3.46,0
100,97,5,1,13,48,4,2.26,0
124,113,4,1,8,48,2,5.97,0
56,50,14,0,7,24,2,5.38,0
50,41,4,1,7,48,3,7.4,0
106,193,4,1,13,48,4,2.89,0
116,102,4,1,9,48,3,8.75,0
23,23,14,0,7,24,1,4.4,0
27,20,14,0,8,6,2,4.07,0
103,91,4,1,8,48,1,5.44,0
108,84,3,1,7,48,3,7.99,0
68,57,3,1,8,48,3,7.7,0
159,206,3,1,9,48,3,8.78,0
148,120,3,1,9,48,3,8.34,0
137,126,3,1,9,48,2,8.21,0
64,60,3,1,8,48,3,4.69,0
33,30,14,0,7,0,0,1.85,0
141,204,3,1,9,48,3,6.5,0
19,14,14,0,3,12,0,2.3,0
161,153,3,1,7,48,4,4.37,0
131,134,3,1,9,48,3,8.1,0
65,57,3,1,9,48,3,8.26,0
43,36,14,0,6,12,1,4.36,0
137,118,3,1,9,48,3,8.87,0
53,45,2,1,6,48,2,5.12,0
28,22,2,1,6,48,2,4.34,0
98,93,2,1,9,48,2,9.43,0
146,125,2,1,9,48,4,6.35,0
62,76,2,1,9,48,3,7.2,0
91,91,2,1,9,48,3,7.21,0
112,158,2,1,9,48,4,8.19,0
37,39,14,0,9,24,1,5.46,0
36,37,14,0,4,,1,3.62,0
200,165,2,1,9,48,3,8.27,0
135,99,1,1,8,48,4,8.4,0
71,64,1,1,8,48,2,7.85,0
35,29,14,0,8,12,2,4.94,0
34,31,14,0,7,30,1,5.56,0
44,40,14,0,7,6,2,3.76,0
155,141,1,1,13,48,4,12.32,0
60,73,14,0,7,24,1,6.4,0
209,210,1,1,9,48,4,6.5,0
5,10,14,0,0,,0,0.55,0
87,83,1,1,11,48,4,10.32,0
20,19,14,0,4,12,1,2.37,0
71,64,1,1,11,48,4,10.63,0
43,48,14,0,8,6,2,4.76,0
100,94,1,1,9,48,4,6.87,0
137,116,1,1,11,48,3,9.96,0
28,34,14,0,5,12,2,2.07,0
131,111,1,1,10,48,4,7.31,0
40,42,14,0,7,12,0,2.94,0
32,27,14,0,6,12,1,3.08,0
190,180,1,1,13,48,4,10.74,0
36,37,14,0,8,12,2,5.55,0
161,129,1,1,11,48,4,9.93,0
94,80,1,1,11,48,4,10.51,0
44,40,14,0,7,12,1,2.9,0
175,181,1,1,11,48,4,10.64,0
44,39,1,1,9,48,4,8.83,0
160,153,1,1,11,48,3,9.5,0
169,151,1,1,11,48,4,8.41,0
30,29,14,0,4,0,2,1.73,0
41,51,14,0,7,24,0,3.86,0
20,14,14,0,2,,1,2.4,0
29,26,14,0,7,12,1,3.8,0
141,164,1,1,9,48,4,8.35,0
31,33,14,0,4,0,1,1.96,0
144,129,1,1,11,48,3,11.87,0
152,159,1,1,11,48,4,7.87,0
170,169,1,1,11,48,4,9.53,0
71,75,1,1,8,48,3,5.62,0
33,35,14,0,7,0,1,2.1,0
10,8,14,0,1,,1,1.66,0
143,138,1,1,11,48,4,10.43,0
74,62,1,1,11,48,3,9.01,0
144,119,1,1,13,48,3,8.79,0
46,45,14,0,7,12,3,5.3,0
55,52,14,0,7,6,3,5.4,0
19,22,14,0,3,0,1,0.93,0
134,104,1,1,11,48,4,10.06,0
7,9,14,0,3,,1,1.41,0
106,86,1,1,11,48,4,8.46,0
4,3,14,0,2,0,0,0.71,0
180,196,1,1,11,48,4,10.26,0
166,169,1,1,11,48,4,10.23,0
46,49,9,1,7,54,3,8.3,0
34,32,14,0,5,12,1,1.55,0
104,88,9,1,9,54,3,7.82,0
127,101,9,1,9,54,3,8.67,0
69,55,9,1,6,54,3,5.64,0
79,83,9,1,8,54,3,7.19,0
20,15,14,0,2,0,0,1.09,0
138,127,9,1,11,54,3,7.2,0
62,57,9,1,6,54,2,5.86,0
50,45,14,0,7,24,4,4.92,0
94,73,9,1,8,54,2,6.09,0
32,40,14,0,3,0,1,2.35,0
122,200,9,1,11,54,3,9.67,0
127,78,9,1,7,54,3,5.73,0
120,163,9,1,7,54,1,5.45,0
38,34,14,0,7,24,2,5.83,0
6,4,14,0,0,,0,0.38,0
125,99,9,1,6,54,3,4.84,0
131,114,9,1,9,54,3,10.93,0
116,154,8,1,13,54,4,4.13,0
53,55,14,0,7,12,1,4.06,0
15,12,14,0,3,0,2,0.84,0
127,92,8,1,13,54,4,2.43,0
36,30,14,0,9,12,1,4.63,0
125,121,8,1,13,54,4,2.63,0
33,35,14,0,4,0,0,1.46,0
51,75,8,1,6,54,1,5.9,0
41,40,14,0,6,12,2,3.77,0
89,87,8,1,4,54,0,3.74,0
99,111,8,1,11,54,4,9.38,0
44,41,14,0,9,48,2,5.83,0
131,124,8,1,8,54,3,6.47,0
28,31,14,0,6,0,2,3.35,0
35,37,14,0,6,0,2,2.87,0
97,93,8,1,7,54,3,7.36,0
157,119,8,1,7,54,2,6.93,0
33,36,14,0,7,12,0,4.47,0
33,32,14,0,7,12,2,2.74,0
32,26,14,0,8,6,2,5.08,0
83,62,8,1,9,54,3,9.34,0
37,32,14,0,8,24,2,6.29,0
29,28,14,0,6,12,2,2.64,0
69,58,8,1,13,54,4,2.8,0
112,120,8,1,13,54,3,3.01,0
24,25,14,0,3,6,0,1.73,0
46,40,14,1,7,54,2,6.17,0
55,53,14,0,8,24,2,5.61,0
30,25,14,1,7,54,2,6.8,0
4,3,13,0,0,,0,0.59,0
51,43,14,1,8,54,3,7.57,0
39,32,14,1,8,54,3,7.01,0
42,39,13,0,7,6,3,3.73,0
36,31,14,1,7,54,3,6.71,0
46,48,14,1,8,54,1,6.94,0
30,25,14,1,8,54,2,7.9,0
43,35,14,1,9,54,2,6.86,0
56,53,14,1,8,54,2,6.06,0
35,33,14,1,8,54,1,6.15,0
47,41,14,1,8,54,2,7.27,0
46,45,14,1,9,54,2,5.98,0
31,28,13,0,4,6,1,2.65,0
38,32,14,1,8,54,2,6.08,0
25,21,13,0,3,30,3,3.75,0
47,65,13,0,3,6,1,1.41,0
44,40,13,0,7,24,3,5.12,0
54,53,14,1,8,54,3,7.36,0
25,22,14,1,7,54,0,4.32,0
33,27,13,0,7,6,1,2.68,0
34,28,14,1,8,54,1,5.65,0
66,65,13,1,7,54,2,7.31,0
86,85,13,1,7,54,3,5.94,0
54,52,13,1,7,54,2,7,0
57,52,13,1,6,54,2,6.55,0
73,70,13,1,8,54,2,4.98,0
37,41,13,0,6,18,2,2.9,0
25,25,13,0,5,,2,5.15,0
87,79,13,1,7,54,1,7,0
64,56,13,1,7,54,2,5.55,0
42,42,13,0,9,48,3,5.64,0
67,68,13,1,9,54,2,7.73,0
73,80,13,1,11,54,2,10.09,0
65,57,11,1,7,54,2,7.45,0
60,91,11,1,8,54,1,6.4,0
76,73,11,1,9,54,3,6.08,0
25,23,13,0,2,,1,0.38,0
20,20,13,0,4,,2,1.89,0
18,15,13,0,0,,2,1.88,0
42,39,13,0,7,24,1,4.68,0
75,64,11,1,9,54,2,7.12,0
32,28,13,0,4,18,2,3.37,0
29,22,13,0,6,6,1,3.23,0
78,66,11,1,8,54,3,5.5,0
25,20,11,1,8,54,0,5.12,0
33,29,13,0,4,12,1,1.76,0
54,41,11,1,6,54,1,5.3,0
36,34,13,0,6,0,2,3.58,0
67,50,11,1,9,54,1,6.16,0
63,52,10,1,6,54,2,7.13,0
108,80,10,1,7,54,3,6.83,0
127,110,10,1,8,54,2,7.54,0
36,35,13,0,6,12,1,3.79,0
79,62,10,1,6,54,2,6.65,0
105,85,10,1,7,54,3,7.43,0
121,101,10,1,7,54,3,5.79,0
3,3,13,0,0,,1,0.82,0
21,20,13,0,6,6,1,4.09,0
122,103,10,1,7,54,3,7.69,0
122,113,10,1,9,54,4,8.76,0
105,118,10,1,7,54,3,8.81,0
122,122,10,1,8,54,2,6.55,0
121,107,10,1,11,54,4,9.3,0
16,12,13,0,2,0,1,1.35,0
113,128,10,1,8,54,3,8.26,0
71,75,10,1,9,54,2,7.43,0
7,7,13,0,2,,2,0.33,0
50,58,10,1,8,54,2,6.09,0
20,18,13,0,2,12,1,1.58,0
99,96,10,1,8,54,3,7.6,0
71,64,10,1,9,54,2,7.38,0
82,85,10,1,7,54,2,9,0
19,14,13,0,2,12,1,2.41,0
67,65,10,1,9,54,2,7.89,0
136,127,10,1,9,54,1,7.88,0
98,94,10,1,9,54,4,7.96,0
10,6,13,0,2,6,0,1.02,0
33,26,10,1,7,54,3,7.33,0
39,38,13,0,8,36,1,7.28,0
133,115,12,1,7,54,2,7.54,0
78,72,12,1,8,54,2,6.43,0
35,32,13,0,6,12,1,3.58,0
69,70,12,1,7,54,1,5.42,0
23,19,13,0,6,24,1,3.36,0
1,2,13,0,0,,1,0.82,0
56,55,13,0,7,24,1,5.26,0
29,23,12,1,4,54,2,5.98,0
41,35,12,1,6,54,2,5.9,0
44,33,12,1,7,54,3,5.68,0
62,54,12,1,7,54,1,8.47,0
109,129,12,1,9,54,2,8.39,0
66,51,12,1,7,54,3,6.33,0
68,131,12,1,6,54,2,4.16,0
55,59,13,0,7,36,1,5.26,0
54,88,12,1,6,54,1,5.7,0
62,44,12,1,7,54,2,5.85,0
65,59,12,1,7,54,2,5.98,0
36,34,13,0,6,6,1,4.02,0
75,94,12,1,7,54,2,7.3,0
71,65,12,1,8,54,1,7.97,0
106,139,12,1,8,54,2,4.41,0
14,11,13,0,0,,2,0.55,0
27,23,13,0,6,12,0,2.02,0
70,59,12,1,7,54,1,7.92,0
41,38,13,0,6,30,1,3.64,0
56,50,12,1,9,54,2,9.13,0
75,81,12,1,8,54,2,7.74,0
67,63,12,1,7,54,2,6.54,0
66,95,12,1,7,54,2,6.6,0
10,10,13,0,0,0,1,0.88,0
35,30,13,0,6,6,1,3.93,0
33,28,13,0,7,48,2,5.34,0
99,102,12,1,9,54,2,8.63,0
28,24,13,0,6,18,2,3.81,0
56,48,12,1,7,54,2,7.01,0
57,57,12,1,7,54,2,6.72,0
35,31,13,0,6,6,1,1.66,0
27,28,13,0,4,12,1,1.77,0
31,30,13,0,6,6,1,3.34,0
65,89,12,1,8,54,1,5.48,0
9,8,13,0,0,,1,0.63,1
27,22,13,0,6,12,1,3.2,0
64,60,12,1,6,54,1,7.88,0
2,0,13,0,0,,1,0.93,0
78,82,12,1,7,54,2,8.12,0
41,39,11,1,8,54,2,8.54,0
94,79,9,1,9,54,3,7.89,0
31,26,13,0,6,12,1,3.87,0
18,16,13,0,2,0,1,0.3,0
130,141,8,1,13,54,4,3.28,0
41,44,13,0,6,12,1,4.92,0
105,90,8,1,13,54,4,4.15,0
113,104,8,1,13,54,4,3.45,0
98,68,8,1,13,54,4,3.46,0
98,87,8,1,13,54,4,5.65,0
122,143,8,1,13,54,4,2.58,0
29,33,13,0,4,6,2,2.46,0
121,110,8,1,13,54,4,5.19,0
89,54,8,1,13,54,3,3.13,0
69,65,7,1,8,54,4,6.58,0
32,31,13,0,6,6,1,3.53,0
114,78,7,1,9,54,2,6.97,0
3,4,13,0,1,,0,0.38,0
43,44,7,1,8,54,3,6.59,0
33,31,13,0,6,12,1,5.1,0
25,24,13,0,6,0,1,4.65,0
20,21,13,0,4,12,1,1.81,0
37,33,13,0,7,48,1,4.97,0
94,72,7,1,11,54,3,8.62,0
25,22,13,0,6,18,1,3.49,0
34,27,13,0,7,36,2,4.85,0
39,38,13,0,7,42,1,6.17,0
34,33,7,1,8,54,2,7.32,0
104,91,7,1,7,54,2,6.16,0
28,23,15,1,6,54,2,5.56,0
51,45,15,1,8,54,2,4.69,0
29,32,13,0,6,6,1,2.59,0
41,36,13,0,6,6,2,4,0
39,34,15,1,9,54,1,7.36,0
50,47,15,1,7,54,1,5.01,0
39,54,15,1,8,54,1,5.97,0
56,53,15,1,7,54,2,5.07,0
45,44,13,0,7,24,3,3.79,0
43,40,15,1,8,54,2,7.07,0
42,43,13,0,5,,1,4.12,0
23,21,13,0,3,0,1,1.44,0
35,32,15,1,4,54,3,3.31,0
42,39,15,1,8,54,2,7.02,0
63,78,13,0,6,12,3,2.77,0
31,27,13,0,7,6,1,4.01,0
63,65,14,1,9,54,3,8.18,0
30,26,14,1,6,54,2,5.18,0
17,13,13,0,4,18,1,2.06,0
47,43,14,1,8,54,2,7.47,0
27,22,13,0,6,24,1,4.55,0
29,25,13,0,6,12,1,4.51,0
34,38,14,1,7,54,3,7.14,0
24,20,13,0,2,0,1,1.6,0
43,45,14,1,7,54,1,9.19,0
20,28,13,0,6,0,2,2.56,0
29,26,13,0,3,,1,1.19,0
31,26,13,0,5,12,1,4.65,0
51,43,13,0,8,12,3,5.51,0
34,33,13,0,7,6,1,3.41,0
55,55,14,1,8,54,3,8.18,0
19,16,13,0,2,,0,1.31,0
25,27,13,0,3,0,2,1.69,0
15,16,13,0,3,12,1,1.58,0
53,51,14,1,7,54,3,8.25,0
47,46,14,1,8,54,3,7.13,0
52,47,11,0,9,18,3,6.86,0
59,55,14,1,9,54,3,7.98,0
44,41,14,1,9,54,2,9.36,0
34,29,14,1,7,54,3,7.63,0
89,87,11,0,9,90,4,12,0
41,36,14,1,8,54,1,7.04,0
37,33,11,0,7,48,3,6.44,0
48,40,14,1,8,54,2,8.88,0
32,30,11,0,7,18,0,3.99,0
96,89,11,0,11,54,3,7.38,0
50,44,9,1,8,54,3,6.47,0
34,33,11,0,7,12,2,5.27,0
8,8,11,0,0,,1,2.1,0
39,42,11,0,8,42,3,7.92,0
197,166,7,1,13,54,4,2.38,0
164,148,7,1,13,54,4,4.5,0
51,45,11,0,9,18,1,8.55,0
4,8,11,0,0,,0,0.55,0
4,4,11,0,0,,0,0.55,0
166,165,6,1,7,54,3,5.98,0
125,117,6,1,8,54,3,5.29,0
40,37,11,0,6,12,3,3.73,0
41,35,11,0,9,48,1,6.05,0
120,102,6,1,8,54,4,6.74,0
35,30,6,1,8,54,3,5.53,0
14,17,11,0,0,,1,1.76,0
85,53,6,1,13,54,4,2.62,0
39,39,11,0,7,30,3,5.74,0
118,111,6,1,13,54,4,3.4,0
122,106,6,1,13,54,4,4.91,0
11,15,11,0,1,,1,3.54,0
66,78,6,1,9,54,2,8.6,0
111,132,6,1,11,54,2,8.13,0
48,44,11,0,6,0,2,1.99,0
118,111,6,1,13,54,4,3.7,0
143,127,5,1,11,54,4,11.96,0
114,100,5,1,9,54,3,7.64,0
51,46,11,0,8,24,2,7.28,0
110,86,5,1,13,54,4,5.75,0
10,13,11,0,3,0,1,1.2,0
141,135,5,1,13,54,4,5.5,0
117,138,5,1,13,54,4,2.46,0
142,140,4,1,11,54,2,9.38,0
9,1,11,0,0,6,2,0.67,0
45,38,11,0,7,18,2,4.67,0
25,26,11,0,7,30,1,5.59,0
76,76,4,1,11,54,3,8.55,0
114,105,4,1,8,54,1,6.43,0
57,50,4,1,8,54,2,7.03,0
4,3,11,0,0,,0,0.46,0
117,111,4,1,13,54,3,2.57,0
97,163,4,1,13,54,4,4.53,0
144,181,4,1,13,54,3,1.68,0
28,24,11,0,6,24,2,3.62,0
166,160,4,1,9,54,3,7.69,0
62,61,4,1,9,54,2,7.07,0
56,50,11,0,11,66,3,8.64,0
36,30,11,0,7,66,1,7.52,0
54,57,11,0,9,30,4,7.18,0
144,148,4,1,11,54,3,10.94,0
82,62,11,0,9,42,4,8.81,0
59,59,3,1,11,54,4,10.49,0
50,56,11,0,9,36,2,7.86,0
117,107,3,1,9,54,2,7.78,0
18,12,11,0,2,,2,1.75,0
68,67,3,1,9,54,4,8.18,0
123,125,3,1,11,54,2,8.53,0
79,75,3,1,9,54,3,8.07,0
51,47,11,0,8,12,4,6.25,0
53,43,3,1,8,54,4,7.6,0
172,204,3,1,11,54,2,10.3,0
83,65,3,1,9,54,4,8.79,0
146,204,3,1,9,54,3,8.12,0
38,43,3,1,8,54,2,5.45,0
36,50,11,0,6,24,1,4.13,0
9,4,11,0,0,,0,0.38,0
147,135,3,1,9,54,4,6.51,0
22,16,11,0,3,18,3,2.46,0
23,21,11,0,4,18,2,2.4,0
15,15,11,0,2,,1,1.71,0
45,40,11,0,7,42,2,5.97,0
77,71,3,1,9,54,4,8.09,0
39,41,11,0,6,24,2,5.16,0
102,97,3,1,8,54,3,5.68,0
207,195,3,1,11,54,3,8.53,0
51,52,11,0,6,0,2,3.38,0
101,90,2,1,8,54,4,6.3,0
102,91,2,1,9,54,2,6.06,0
128,116,2,1,11,54,4,9.06,0
149,140,2,1,11,54,4,9.77,0
70,59,2,1,9,54,4,7.06,0
48,45,2,1,9,54,3,6.69,0
20,15,11,0,3,,0,1.71,0
13,7,11,0,2,,1,3.01,0
49,51,11,0,11,72,3,9.12,0
13,10,11,0,1,,1,0.3,0
25,21,11,0,6,12,0,2.62,0
40,34,11,0,6,18,2,3.43,0
144,110,2,1,9,54,3,8.49,0
190,191,2,1,11,54,4,8.24,0
76,66,2,1,11,54,4,8.39,0
81,67,2,1,11,54,4,10.66,0
43,38,11,0,9,6,3,6.68,0
119,87,2,1,9,54,4,9.48,0
77,75,2,1,9,54,3,8.72,0
172,200,2,1,11,54,4,10.12,0
137,163,2,1,9,54,3,8.73,0
141,127,2,1,11,54,4,9.08,0
13,10,11,0,1,,1,4.35,0
63,51,2,1,9,54,3,9.24,0
44,45,11,0,7,18,1,4.99,0
168,140,1,1,11,54,4,11.38,0
98,87,1,1,11,54,3,7.87,0
26,22,11,0,6,42,1,6.92,0
61,67,11,0,8,18,4,5.61,0
76,69,1,1,11,54,4,10.26,0
120,129,1,1,11,54,4,9.22,0
16,14,11,0,3,,1,1.82,0
155,124,1,1,11,54,2,8.15,0
77,74,11,0,9,0,4,6.87,0
7,5,11,0,0,,1,0.59,0
12,5,11,0,0,,2,0.2,0
8,10,11,0,2,0,1,0.95,0
93,80,1,1,11,54,4,9.81,0
17,29,11,0,3,0,1,2.01,0
25,22,11,0,1,,1,2.26,0
106,86,1,1,9,54,3,8.35,0
33,29,11,0,3,,1,2.53,0
112,91,1,1,9,54,4,8.91,0
150,115,1,1,11,54,4,8.54,0
35,34,11,0,8,30,3,5.87,0
36,44,11,0,7,36,2,6.33,0
79,74,1,1,11,54,2,9.01,0
60,46,1,1,9,54,4,8.77,0
31,32,11,0,5,60,0,4.04,0
153,151,1,1,9,54,4,7.13,0
187,200,1,1,11,54,3,10,0
184,171,1,1,11,54,4,9,0
43,40,11,0,8,36,3,6.52,0
9,6,11,0,0,,1,1.74,0
